method,normalization,theta,rho,lambda,alpha,beta,top_alternative,top_stable,full_ranking_stable,spearman,kendall_tau,ranking,score_A1,rank_A1,score_A2,rank_A2,score_A3,rank_A3,score_A4,rank_A4,score_A5,rank_A5
generalized_monotone,max,1.0,3.0,5.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5567103639245917,2,0.3797821530032311,3,0.32408527099149925,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6383971896042294,2,0.36645717146684187,4,0.37911381308007747,3,0.0,5
generalized_monotone,max,1.0,3.0,5.0,1.0,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6702430931330813,2,0.36804668702434135,4,0.398844942808277,3,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.46796545139498025,2,0.4298622763407961,3,0.17622584492182838,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5046617576903762,2,0.45017063126398316,3,0.1949625786826362,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5169706118921089,2,0.4564416861054097,3,0.20154069531663807,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.88,0.5,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.40624272355410185,3,0.42670142522688503,2,0.11552765961505329,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.88,0.88,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.4409415342975883,3,0.4477334165904689,2,0.13152246768036296,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,0.88,1.0,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.4527602493881269,3,0.45424995872808993,2,0.13735399737730972,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,1.0,0.5,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.3925645446610538,3,0.429979860092207,2,0.10419671399007134,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,1.0,0.88,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.42689193932166547,3,0.4514781687245306,2,0.1197199397932699,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.0,1.0,1.0,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.43863039428597933,3,0.4581424502956985,2,0.12543049776066245,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5036943917885488,2,0.45193889361030004,3,0.21689806204637396,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.550679455570462,2,0.4780991150244901,3,0.24242547869770015,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5665524042327885,2,0.48627210877888244,3,0.25134761349262885,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4559327060660154,2,0.4501726738128733,3,0.1701150304297593,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5012156535733461,2,0.4771480254991557,3,0.19323835090465447,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5166857055502101,2,0.48560177698039986,3,0.2015082182756964,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,1.0,0.5,A1,True,False,0.9,0.8,A1 > A3 > A2 > A4 > A5,1.0,1,0.4455866839866418,3,0.4529920483280098,2,0.16167328247846327,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.490593266891554,2,0.48044714753637124,3,0.18442888902524704,4,0.0,5
generalized_monotone,max_min,1.0,3.0,1.5,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5060119242018596,2,0.4890559952557601,3,0.19260828173760494,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5366716062942294,2,0.47231524217358656,3,0.2544378383107489,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5940957506715503,2,0.5044487880531545,3,0.2872052779561767,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6136396986046667,2,0.5146017400276286,3,0.29864870744652233,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5010610697108697,2,0.471489224711906,3,0.2196911943970522,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5571523411742154,2,0.5044459073960169,3,0.2505130505835495,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5763970567615659,2,0.5148868152604811,3,0.26143325355493807,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.49351194012613664,2,0.4737921335293792,3,0.21362477485244333,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5494221595076794,2,0.507200325354382,3,0.24418833158150752,4,0.0,5
generalized_monotone,max_min,1.0,3.0,2.25,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5686426720939991,2,0.5177899590476631,3,0.2550496489411257,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5572807344698038,2,0.48504945231188107,3,0.27789834194369306,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6217016412060795,2,0.5212030087335762,3,0.3156781412810967,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6437368257212459,2,0.5327093956963848,3,0.32888249039103196,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5289133978863655,2,0.4846453758163838,3,0.2502886164388922,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5922595727042395,2,0.5215787248926587,3,0.28646005117799156,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6140648101898981,2,0.5333607164316135,3,0.29923580545319967,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5229821673328836,2,0.4865825343781479,3,0.24557081765572983,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5862037133879671,2,0.5239271989639723,3,0.2815516926527742,4,0.0,5
generalized_monotone,max_min,1.0,3.0,3.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6079995998230283,2,0.5358462744260781,3,0.2942875705537332,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5870472606509224,2,0.5034419430688002,3,0.31178321517379454,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.662233463616178,2,0.5458020737914144,3,0.3574828799599375,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6881494250559196,2,0.5594298216357657,3,0.37349674487070006,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5686745559894707,2,0.5034267071577864,3,0.2939685891753682,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6431706839379286,2,0.5464240555924623,3,0.3385889621180637,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6689534929002154,2,0.5602805087609688,3,0.3543209137470034,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5649105794975708,2,0.5047799237221963,3,0.2910216667547245,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6393509629100801,2,0.5480965782225841,3,0.3355396204141303,4,0.0,5
generalized_monotone,max_min,1.0,3.0,5.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.665139810417948,2,0.5620612694174154,3,0.35125500255675535,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4429011098132113,2,0.29266014937335727,3,0.17336655749685426,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3960172875394012,2,0.2556708069352571,3,0.10273203982048001,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3801754121506479,2,0.25019238700767055,3,0.0821306235760391,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.49381391663582286,2,0.2825448403293239,3,0.2229290496237301,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4457071993254986,2,0.20690027399562633,3,0.13010753598583213,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.42116845396123553,2,0.1900549265402467,3,0.09347595026852884,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5186350236911184,2,0.2893360820957388,3,0.2494525346129268,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4843552080671797,2,0.20735523566697847,3,0.1646987507699876,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.461055758072767,2,0.18743986317003777,3,0.12644348535459554,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4824118972519655,2,0.3078062409449069,3,0.22089758072116666,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.44091115536897585,2,0.26626418530336315,3,0.15178667781196212,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.42309423436638055,2,0.2596598759045992,3,0.12777923681105344,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5348427914452837,2,0.30567337133637135,3,0.27520458683173543,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5132881578000075,2,0.23324739492645954,3,0.20857993044355874,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.49281940422976295,2,0.2159402299527273,3,0.17438382182085013,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5556791206823971,2,0.31213101042254193,3,0.2980060632435626,4,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5532428397293186,2,0.23705171389194973,4,0.24668738128066267,3,0.0,5
generalized_monotone,sum,1.0,3.0,1.5,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.537097204936157,2,0.21777632492761975,3,0.21434073811479504,4,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5203486189236756,2,0.3223489290969664,3,0.2665350209171492,4,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4934360885317607,2,0.27865822746665186,3,0.20917962937515613,4,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.47590448462217927,2,0.27130932088302007,3,0.18394840838462947,4,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.568432665616236,2,0.32460843718678917,3,0.3180019758703189,4,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5800224472224257,2,0.25926443335465643,4,0.28606920555331317,3,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5681682821661489,2,0.24316148186723302,4,0.2594673736068543,3,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,1.0,0.5,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5848593961025018,2,0.3300869694222782,4,0.3362525168794403,3,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6177004557804305,2,0.26483847539484884,4,0.32340349908730937,3,0.0,5
generalized_monotone,sum,1.0,3.0,2.25,1.0,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6128446074760884,2,0.24799547875983255,4,0.30189810138988066,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5448111280847423,2,0.331726403651168,3,0.29596313831070853,4,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.533710738959916,2,0.28816163252518406,3,0.25318694022853633,4,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5184357144372492,2,0.280691310538349,3,0.22918477695221712,4,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.88,0.5,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5876352887621623,2,0.3354332152707541,4,0.34246834121467673,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6240494263587287,2,0.276428796952148,4,0.3371916304427031,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6205991176116298,2,0.2621031438911109,4,0.3186719938345808,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,1.0,0.5,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6010989638090249,2,0.34007991869070264,4,0.3575376440556661,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6584176771926271,2,0.282391090427094,4,0.37186429155813966,3,0.0,5
generalized_monotone,sum,1.0,3.0,3.0,1.0,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.663180359045184,2,0.26807674582538843,4,0.36008182172981457,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5812184722942878,2,0.3456828192282931,3,0.33976075499556646,4,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.5,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6060806570095228,2,0.30523839515295825,4,0.33226411274736317,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.5,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5997196987207298,2,0.2986217936917263,4,0.3156387141573591,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.88,0.5,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6132483060702678,2,0.3498716191447493,4,0.3751022909760879,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.691072739625467,2,0.3025585142524722,4,0.4150165088589375,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.7049453639910128,2,0.29257487065888793,4,0.4139153261617603,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,1.0,0.5,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6222785547243602,2,0.353112690336337,4,0.385297637075201,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.7178268458148307,2,0.30800153804714997,4,0.4425718519370699,3,0.0,5
generalized_monotone,sum,1.0,3.0,5.0,1.0,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.7403674216670382,2,0.29887024686982083,4,0.4493033059722042,3,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.43678641041527616,2,0.29413237188797114,3,0.16655173060306064,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.42007267976952045,2,0.26340123457011905,3,0.12834232012277041,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.41303071044685574,2,0.2588332390073911,3,0.11596590565022609,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4526143308837696,2,0.2654147564411614,3,0.1725057709443734,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.43501657475052447,2,0.20630875391295952,3,0.11828985648367848,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4255874558097827,2,0.19396789751995888,3,0.0983333265149787,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4689367910572947,2,0.2653051809281153,3,0.18676035140077354,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4577805997978264,2,0.19961400921640898,3,0.13387880064785018,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4495814422886251,2,0.18506736427457618,3,0.11311747583136975,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.47638464900075755,2,0.3092203876935809,3,0.21393210154821274,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.47055989897820927,2,0.2749468646333985,3,0.18300239759979794,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4652209985238597,2,0.26975865124271897,3,0.1708474113735491,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4987692160555214,2,0.2910392925490011,3,0.23073501095530782,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5034285858671036,2,0.23240776505436878,3,0.19688824306792688,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.49955298551222194,2,0.21983056023863728,3,0.18085484878698446,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5136535065465031,2,0.29236992719484145,3,0.24472219260006864,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5280412053901627,2,0.2293135485905741,3,0.21658993061106785,4,0.0,5
generalized_monotone,vector,1.0,3.0,1.5,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.526979584954626,2,0.21505853217039056,3,0.2014985121957547,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5143802716826525,2,0.32369776285083357,3,0.25939489891668605,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5266490041306378,2,0.28777355758302486,3,0.24372736683560128,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5256442254331705,2,0.28240753069705266,3,0.234386391433445,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5382773202807526,2,0.312973630366211,3,0.2805786380111933,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5708458738148288,2,0.2581272917946793,4,0.2743437947187501,3,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5758430148923404,2,0.24650600360521113,4,0.265969758177213,3,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5507677675338349,2,0.3148332956580642,3,0.29282972639458676,4,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,1.0,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.5947524595939058,2,0.2575127578661074,4,0.29512274668825944,3,0.0,5
generalized_monotone,vector,1.0,3.0,2.25,1.0,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6038791433176609,2,0.24485650259368935,4,0.2893102145180901,3,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5388677502213921,2,0.33302816431387966,3,0.2886948339168839,4,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5676320016693231,2,0.29714572217997154,3,0.2880976818542553,4,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5715156500926698,2,0.29201016449526773,3,0.2826231984668313,4,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5615999638701321,2,0.32592203053148977,3,0.31000260486111275,4,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6152487704600264,2,0.27506688581244676,4,0.325358170396618,3,0.0,5
generalized_monotone,vector,1.0,3.0,3.0,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.628049108329401,2,0.26476029843490095,4,0.32421481259150925,3,0.0,5
