method,normalization,theta,rho,lambda,alpha,beta,top_alternative,top_stable,full_ranking_stable,spearman,kendall_tau,ranking,score_A1,rank_A1,score_A2,rank_A2,score_A3,rank_A3,score_A4,rank_A4,score_A5,rank_A5
generalized_inverse,sum,1.0,3.0,1.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1297020807643475,4,0.7734405881455371,2,0.3446725275063873,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1297020807643475,4,0.7734405881455371,2,0.3446725275063873,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1297020807643475,4,0.7734405881455371,2,0.3446725275063873,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.250837704373847,4,0.6716587411255033,2,0.5562126740695209,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.250837704373847,4,0.6716587411255033,2,0.5562126740695209,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.250837704373847,4,0.6716587411255033,2,0.5562126740695209,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14855262519151588,4,0.7587537570140664,2,0.3944348676651892,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14855262519151588,4,0.7587537570140664,2,0.3944348676651892,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14855262519151588,4,0.7587537570140664,2,0.3944348676651892,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12968790744744832,4,0.773855336239703,2,0.34500808991664356,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12968790744744832,4,0.773855336239703,2,0.34500808991664356,3,0.0,5
generalized_inverse,sum,1.0,3.0,1.5,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12968790744744832,4,0.773855336239703,2,0.34500808991664356,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25073974146028916,4,0.676726514346477,2,0.5601334834942274,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25073974146028916,4,0.676726514346477,2,0.5601334834942274,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25073974146028916,4,0.676726514346477,2,0.5601334834942274,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14852595156615772,4,0.7593515160246876,2,0.3949016008359892,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14852595156615772,4,0.7593515160246876,2,0.3949016008359892,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14852595156615772,4,0.7593515160246876,2,0.3949016008359892,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967844934756964,4,0.7741321048272491,2,0.3452320165256542,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967844934756964,4,0.7741321048272491,2,0.3452320165256542,3,0.0,5
generalized_inverse,sum,1.0,3.0,2.25,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967844934756964,4,0.7741321048272491,2,0.3452320165256542,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2506900257897901,4,0.6792983829697168,2,0.5621232739401321,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2506900257897901,4,0.6792983829697168,2,0.5621232739401321,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2506900257897901,4,0.6792983829697168,2,0.5621232739401321,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1485125976086946,4,0.7596507797465845,2,0.39513526741958654,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1485125976086946,4,0.7596507797465845,2,0.39513526741958654,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1485125976086946,4,0.7596507797465845,2,0.39513526741958654,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967371752780618,4,0.774270570173287,2,0.34534404540753966,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967371752780618,4,0.774270570173287,2,0.34534404540753966,3,0.0,5
generalized_inverse,sum,1.0,3.0,3.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12967371752780618,4,0.774270570173287,2,0.34534404540753966,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25062970723644307,4,0.6824187551419763,2,0.5645374278669403,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25062970723644307,4,0.6824187551419763,2,0.5645374278669403,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.25062970723644307,4,0.6824187551419763,2,0.5645374278669403,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1484965577451612,4,0.7600102349322778,2,0.39541593179368756,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1484965577451612,4,0.7600102349322778,2,0.39541593179368756,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1484965577451612,4,0.7600102349322778,2,0.39541593179368756,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12966803690464482,4,0.7744367999730256,2,0.34547853782122756,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12966803690464482,4,0.7744367999730256,2,0.34547853782122756,3,0.0,5
generalized_inverse,sum,1.0,3.0,5.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12966803690464482,4,0.7744367999730256,2,0.34547853782122756,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24867582353205542,4,0.661794845949499,2,0.5691214546266891,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24867582353205542,4,0.661794845949499,2,0.5691214546266891,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24867582353205542,4,0.661794845949499,2,0.5691214546266891,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436913797911402,4,0.7615931503718288,2,0.42590082003043184,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436913797911402,4,0.7615931503718288,2,0.42590082003043184,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436913797911402,4,0.7615931503718288,2,0.42590082003043184,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12302044629641098,4,0.7784255993342516,2,0.3774483777881266,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12302044629641098,4,0.7784255993342516,2,0.3774483777881266,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12302044629641098,4,0.7784255993342516,2,0.3774483777881266,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24855681067552085,4,0.6695797210997879,2,0.5753992878446279,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24855681067552085,4,0.6695797210997879,2,0.5753992878446279,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24855681067552085,4,0.6695797210997879,2,0.5753992878446279,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436611696853171,4,0.762602940945609,2,0.42674695001106616,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436611696853171,4,0.762602940945609,2,0.42674695001106616,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1436611696853171,4,0.762602940945609,2,0.42674695001106616,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.123012470737409,4,0.7789056315434351,2,0.3778669156273465,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.123012470737409,4,0.7789056315434351,2,0.3778669156273465,3,0.0,5
generalized_inverse,vector,1.0,3.0,1.5,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.123012470737409,4,0.7789056315434351,2,0.3778669156273465,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484754301409923,4,0.6749029888493052,2,0.5796920461048116,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484754301409923,4,0.6749029888493052,2,0.5796920461048116,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484754301409923,4,0.6749029888493052,2,0.5796920461048116,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14364098160668562,4,0.7632777393598912,2,0.42731238128368315,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14364098160668562,4,0.7632777393598912,2,0.42731238128368315,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14364098160668562,4,0.7632777393598912,2,0.42731238128368315,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300714774831534,4,0.7792260111197916,2,0.3781462530823199,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300714774831534,4,0.7792260111197916,2,0.3781462530823199,3,0.0,5
generalized_inverse,vector,1.0,3.0,2.25,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300714774831534,4,0.7792260111197916,2,0.3781462530823199,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484341093300902,4,0.6776058678772255,2,0.5818716859086586,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484341093300902,4,0.6776058678772255,2,0.5818716859086586,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.2484341093300902,4,0.6776058678772255,2,0.5818716859086586,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14363087312372813,4,0.7636156213542664,2,0.42759550146006525,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14363087312372813,4,0.7636156213542664,2,0.42759550146006525,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14363087312372813,4,0.7636156213542664,2,0.42759550146006525,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300448446644319,4,0.7793863084833307,2,0.3782860156042607,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300448446644319,4,0.7793863084833307,2,0.3782860156042607,3,0.0,5
generalized_inverse,vector,1.0,3.0,3.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.12300448446644319,4,0.7793863084833307,2,0.3782860156042607,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.5,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24838395736563218,4,0.6808864107800254,2,0.5845171620159159,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.5,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24838395736563218,4,0.6808864107800254,2,0.5845171620159159,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.5,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.24838395736563218,4,0.6808864107800254,2,0.5845171620159159,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.88,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14361873020829716,4,0.7640215054518658,2,0.4279356023805521,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.88,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14361873020829716,4,0.7640215054518658,2,0.4279356023805521,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,0.88,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.14361873020829716,4,0.7640215054518658,2,0.4279356023805521,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,1.0,0.5,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1230012869538717,4,0.7795787600749213,2,0.37845381324733113,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,1.0,0.88,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1230012869538717,4,0.7795787600749213,2,0.37845381324733113,3,0.0,5
generalized_inverse,vector,1.0,3.0,5.0,1.0,1.0,A1,True,False,0.7,0.6,A1 > A3 > A4 > A2 > A5,1.0,1,0.1230012869538717,4,0.7795787600749213,2,0.37845381324733113,3,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4125580073336691,2,0.33258760110997215,3,0.15598783108552594,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.41246859796459606,2,0.31633388251087674,3,0.13959493454414287,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4126435948523071,2,0.31432478980318557,3,0.1345330216298325,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.39030005994252015,2,0.3048859344881625,3,0.13169345300864813,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3835529563875476,2,0.2755852441862508,3,0.10322767187284272,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3818078647206448,2,0.27015958287431197,3,0.09408659207080865,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3948074317139838,2,0.30232986303639825,3,0.13562047535184607,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3890006014994231,2,0.2700280252169581,3,0.1062911554409031,4,0.0,5
generalized_monotone,max,1.0,3.0,1.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.3875178075312835,2,0.2637583546003659,3,0.09664483742724116,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4518823152573204,2,0.3473842602363917,3,0.20181819695005854,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.46343382530782246,2,0.3308148718353719,3,0.19427647168642528,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4671287780209315,2,0.329169345518294,3,0.1913680134281448,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.44145512835916223,2,0.32833386965921185,3,0.19095424347297857,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4519723473394711,2,0.30070234258723005,3,0.17756845203230187,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4556587528313076,2,0.29603250870153014,3,0.17245434461876996,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.447172476047273,2,0.32738062982888644,3,0.19657655097187826,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4605654666697369,2,0.29769856755397417,3,0.18457817956470252,4,0.0,5
generalized_monotone,max,1.0,3.0,1.5,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4652840427099609,2,0.292443836227565,3,0.17976780400612163,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.48955987538314943,2,0.36156129330661035,3,0.24572936682499247,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5177257850459789,2,0.3462411012540984,3,0.2525273216817775,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.527030874447259,2,0.3454897459673557,3,0.25385353630058255,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4867498332711586,2,0.34909559156168496,3,0.2434260727562769,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5191183276718585,2,0.32535196562207774,3,0.2505256136356387,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.530550235483128,2,0.3222699965004234,3,0.2519263365007527,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.4924907284484824,2,0.3490603015793811,3,0.24932973499963823,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5290347804200354,2,0.32417221548728953,3,0.25947888404521763,4,0.0,5
generalized_monotone,max,1.0,3.0,2.25,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5421540542666057,2,0.3207987295707276,3,0.26193281285424375,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5138137666970658,2,0.37068736776818817,3,0.2739959726788964,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5559330398079415,2,0.35709710793096805,3,0.293520593551261,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5703876004663463,2,0.3573023397329515,3,0.29908012863982797,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5141695629222056,2,0.3616639657847225,3,0.2751905665539361,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.88,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5631923119063207,2,0.34153174424241184,3,0.2984140021047488,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,0.88,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5810669110107564,2,0.3399680124945633,3,0.30553271048724584,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,1.0,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5194602933456388,2,0.36196219614159103,3,0.28072393810289664,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,1.0,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5730590132303489,2,0.3411941772409147,3,0.30763835682352203,4,0.0,5
generalized_monotone,max,1.0,3.0,3.0,1.0,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.592910448166141,2,0.3395211429847592,3,0.3161854332116758,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.5,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5498505331053294,2,0.3842470151393953,3,0.31599488572453643,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.5,0.88,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6181498077791499,2,0.3747750503195721,3,0.3602741171994304,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.5,1.0,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.6432169966951734,2,0.3771447990428636,3,0.37505047317424894,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.88,0.5,A1,True,True,1.0,1.0,A1 > A2 > A3 > A4 > A5,1.0,1,0.5526259527254499,2,0.37929121100067725,3,0.31974052276909115,4,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.88,0.88,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6299471543110161,2,0.36603777860040215,4,0.37094617455968776,3,0.0,5
generalized_monotone,max,1.0,3.0,5.0,0.88,1.0,A1,True,False,0.9,0.8,A1 > A2 > A4 > A3 > A5,1.0,1,0.6597226634611972,2,0.36752427486455486,4,0.3889992022547278,3,0.0,5
